Date,Rank,Song,Artist,LastWeek,PeakRank,WeeksOnBoard
2/9/2008,1,Low,Flo Rida Featuring T-Pain,1.0,1,14
2/9/2002,1,U Got It Bad,Usher,1.0,1,21
2/9/1991,1,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,2.0,1,13
2/9/1985,1,I Want To Know What Love Is,Foreigner,1.0,1,10
2/9/1980,1,Rock With You,Michael Jackson,1.0,1,15
2/9/1974,1,Love's Theme,Love Unlimited Orchestra,3.0,1,11
2/9/1963,1,Hey Paula,Paul and Paula,2.0,1,7
2/9/1959,1,Stagger Lee,Lloyd Price,5.0,1,10
2/8/2020,1,The Box,Roddy Ricch,1.0,1,8
2/8/2014,1,Dark Horse,Katy Perry Featuring Juicy J,2.0,1,19
2/8/2003,1,All I Have,Jennifer Lopez Featuring LL Cool J,5.0,1,7
2/8/1997,1,Un-Break My Heart,Toni Braxton,1.0,1,16
2/8/1992,1,I'm Too Sexy,Right Said Fred,6.0,1,8
2/8/1986,1,That's What Friends Are For,Dionne & Friends,1.0,1,14
2/8/1975,1,Fire,Ohio Players,2.0,1,9
2/8/1969,1,Crimson And Clover,Tommy James And The Shondells,1.0,1,9
2/8/1964,1,I Want To Hold Your Hand,The Beatles,1.0,1,4
2/8/1960,1,Teen Angel,Mark Dinning,2.0,1,8
2/7/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1.0,1,11
2/7/2009,1,My Life Would Suck Without You,Kelly Clarkson,97.0,1,2
2/7/2004,1,Hey Ya!,OutKast,1.0,1,17
2/7/1998,1,Together Again,Janet,1.0,1,8
2/7/1987,1,Open Your Heart,Madonna,2.0,1,10
2/7/1981,1,Celebration,Kool & The Gang,3.0,1,16
2/7/1976,1,50 Ways To Leave Your Lover,Paul Simon,10.0,1,8
2/7/1970,1,Venus,The Shocking Blue,2.0,1,9
2/6/2021,1,Drivers License,Olivia Rodrigo,1.0,1,3
2/6/2016,1,Sorry,Justin Bieber,1.0,1,13
2/6/2010,1,TiK ToK,Ke$ha,1.0,1,16
2/6/1999,1,...Baby One More Time,Britney Spears,1.0,1,12
2/6/1993,1,I Will Always Love You,Whitney Houston,1.0,1,13
2/6/1988,1,Could've Been,Tiffany,2.0,1,11
2/6/1982,1,Centerfold,The J. Geils Band,3.0,1,14
2/6/1971,1,Knock Three Times,Dawn,1.0,1,12
2/6/1965,1,You've Lost That Lovin' Feelin',The Righteous Brothers,2.0,1,9
2/6/1961,1,Will You Love Me Tomorrow,The Shirelles,1.0,1,12
2/5/2011,1,Grenade,Bruno Mars,2.0,1,17
2/5/2005,1,Let Me Love You,Mario,1.0,1,16
2/5/2000,1,I Knew I Loved You,Savage Garden,1.0,1,16
2/5/1994,1,All For Love,Bryan Adams/Rod Stewart/Sting,1.0,1,11
2/5/1983,1,Africa,Toto,2.0,1,15
2/5/1977,1,Torn Between Two Lovers,Mary Macgregor,7.0,1,12
2/5/1972,1,American Pie (Parts I & II),Don McLean,1.0,1,11
2/5/1966,1,My Love,Petula Clark,9.0,1,7
2/4/2017,1,Bad And Boujee,Migos Featuring Lil Uzi Vert,2.0,1,10
2/4/2012,1,Set Fire To The Rain,Adele,2.0,1,21
2/4/2006,1,Check On It,Beyonce Featuring Slim Thug,2.0,1,12
2/4/1995,1,Creep,TLC,1.0,1,13
2/4/1989,1,When I'm With You,Sheriff,2.0,1,18
2/4/1984,1,Karma Chameleon,Culture Club,2.0,1,10
2/4/1978,1,Stayin' Alive,Bee Gees,3.0,1,9
2/4/1967,1,I'm A Believer,The Monkees,1.0,1,9
2/3/2018,1,God's Plan,Drake,,1,1
2/3/2007,1,Irreplaceable,Beyonce,1.0,1,14
2/3/2001,1,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",2.0,1,14
2/3/1996,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,10
2/3/1990,1,How Am I Supposed To Live Without You,Michael Bolton,1.0,1,15
2/3/1979,1,Le Freak,Chic,1.0,1,15
2/3/1973,1,Crocodile Rock,Elton John,3.0,1,9
2/3/1968,1,Green Tambourine,The Lemon Pipers,3.0,1,8
2/3/1962,1,Peppermint Twist - Part I,Joey Dee & the Starliters,1.0,1,11
2/29/2020,1,The Box,Roddy Ricch,1.0,1,11
2/29/1992,1,To Be With You,Mr. Big,2.0,1,11
2/29/1964,1,I Want To Hold Your Hand,The Beatles,1.0,1,7
2/29/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,1.0,1,8
2/28/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1.0,1,14
2/28/2009,1,Right Round,Flo Rida,58.0,1,3
2/28/2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,2.0,1,8
2/28/1998,1,My Heart Will Go On,Celine Dion,,1,1
2/28/1987,1,Livin' On A Prayer,Bon Jovi,1.0,1,12
2/28/1981,1,I Love A Rainy Night,Eddie Rabbitt,2.0,1,17
2/28/1976,1,Theme From S.W.A.T.,Rhythm Heritage,2.0,1,16
2/28/1970,1,Bridge Over Troubled Water,Simon & Garfunkel,3.0,1,4
2/27/2021,1,Drivers License,Olivia Rodrigo,1.0,1,6
2/27/2016,1,Love Yourself,Justin Bieber,2.0,1,13
2/27/2010,1,TiK ToK,Ke$ha,1.0,1,19
2/27/1999,1,Angel Of Mine,Monica,1.0,1,13
2/27/1993,1,I Will Always Love You,Whitney Houston,1.0,1,16
2/27/1988,1,Father Figure,George Michael,4.0,1,7
2/27/1982,1,Centerfold,The J. Geils Band,1.0,1,17
2/27/1971,1,One Bad Apple,The Osmonds,1.0,1,9
2/27/1965,1,This Diamond Ring,Gary Lewis And The Playboys,1.0,1,7
2/27/1961,1,Pony Time,Chubby Checker,4.0,1,6
2/26/2011,1,Born This Way,Lady Gaga,,1,1
2/26/2005,1,Let Me Love You,Mario,1.0,1,19
2/26/2000,1,I Knew I Loved You,Savage Garden,2.0,1,19
2/26/1994,1,The Power Of Love,Celine Dion,1.0,1,14
2/26/1983,1,"Baby, Come To Me",Patti Austin A Duet With James Ingram,1.0,1,24
2/26/1977,1,New Kid In Town,Eagles,2.0,1,11
2/26/1972,1,Without You,Nilsson,1.0,1,11
2/26/1966,1,These Boots Are Made For Walkin',Nancy Sinatra,2.0,1,6
2/25/2017,1,Shape Of You,Ed Sheeran,1.0,1,5
2/25/2012,1,Stronger (What Doesn't Kill You),Kelly Clarkson,1.0,1,8
2/25/2006,1,Check On It,Beyonce Featuring Slim Thug,1.0,1,15
2/25/1995,1,Take A Bow,Madonna,2.0,1,11
2/25/1989,1,Straight Up,Paula Abdul,1.0,1,13
2/25/1984,1,Jump,Van Halen,2.0,1,7
2/25/1978,1,Stayin' Alive,Bee Gees,1.0,1,12
2/25/1967,1,Kind Of A Drag,The Buckinghams,1.0,1,9
2/24/2018,1,God's Plan,Drake,1.0,1,4
2/24/2007,1,Say It Right,Nelly Furtado,2.0,1,14
2/24/2001,1,Stutter,Joe Featuring Mystikal,2.0,1,8
2/24/1996,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,13
2/24/1990,1,Opposites Attract,Paula Abdul (Duet With The Wild Pair),1.0,1,11
2/24/1979,1,Da Ya Think I'm Sexy?,Rod Stewart,1.0,1,10
2/24/1973,1,Killing Me Softly With His Song,Roberta Flack,5.0,1,5
2/24/1968,1,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,1.0,1,8
2/24/1962,1,Duke Of Earl,Gene Chandler,1.0,1,7
2/23/2019,1,7 Rings,Ariana Grande,1.0,1,4
2/23/2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1.0,1,19
2/23/2008,1,Low,Flo Rida Featuring T-Pain,1.0,1,16
2/23/2002,1,Always On Time,Ja Rule Featuring Ashanti,3.0,1,15
2/23/1991,1,All The Man That I Need,Whitney Houston,2.0,1,10
2/23/1985,1,Careless Whisper,Wham! Featuring George Michael,1.0,1,10
2/23/1980,1,Crazy Little Thing Called Love,Queen,2.0,1,10
2/23/1974,1,The Way We Were,Barbra Streisand,1.0,1,14
2/23/1963,1,Hey Paula,Paul and Paula,1.0,1,9
2/23/1959,1,Stagger Lee,Lloyd Price,1.0,1,12
2/22/2020,1,The Box,Roddy Ricch,1.0,1,10
2/22/2014,1,Dark Horse,Katy Perry Featuring Juicy J,1.0,1,21
2/22/2003,1,All I Have,Jennifer Lopez Featuring LL Cool J,1.0,1,9
2/22/1997,1,Wannabe,Spice Girls,2.0,1,5
2/22/1992,1,I'm Too Sexy,Right Said Fred,1.0,1,10
2/22/1986,1,How Will I Know,Whitney Houston,1.0,1,12
2/22/1975,1,Pick Up The Pieces,AWB,2.0,1,12
2/22/1969,1,Everyday People,Sly & The Family Stone,1.0,1,13
2/22/1964,1,I Want To Hold Your Hand,The Beatles,1.0,1,6
2/22/1960,1,"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,6.0,1,7
2/21/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1.0,1,13
2/21/2009,1,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",78.0,1,4
2/21/2004,1,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,2.0,1,12
2/21/1998,1,Nice & Slow,Usher,1.0,1,5
2/21/1987,1,Livin' On A Prayer,Bon Jovi,1.0,1,11
2/21/1981,1,9 To 5,Dolly Parton,2.0,1,13
2/21/1976,1,50 Ways To Leave Your Lover,Paul Simon,1.0,1,10
2/21/1970,1,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,Sly & The Family Stone,1.0,1,8
2/20/2021,1,Drivers License,Olivia Rodrigo,1.0,1,5
2/20/2016,1,Pillowtalk,Zayn,,1,1
2/20/2010,1,TiK ToK,Ke$ha,1.0,1,18
2/20/1999,1,Angel Of Mine,Monica,1.0,1,12
2/20/1993,1,I Will Always Love You,Whitney Houston,1.0,1,15
2/20/1988,1,Seasons Change,Expose,2.0,1,13
2/20/1982,1,Centerfold,The J. Geils Band,1.0,1,16
2/20/1971,1,One Bad Apple,The Osmonds,1.0,1,8
2/20/1965,1,This Diamond Ring,Gary Lewis And The Playboys,3.0,1,6
2/20/1961,1,Calcutta,Lawrence Welk And His Orchestra,1.0,1,11
2/2/2019,1,7 Rings,Ariana Grande,,1,1
2/2/2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2.0,1,16
2/2/2008,1,Low,Flo Rida Featuring T-Pain,1.0,1,13
2/2/2002,1,U Got It Bad,Usher,1.0,1,20
2/2/1991,1,The First Time,Surface,1.0,1,14
2/2/1985,1,I Want To Know What Love Is,Foreigner,2.0,1,9
2/2/1980,1,Rock With You,Michael Jackson,1.0,1,14
2/2/1974,1,The Way We Were,Barbra Streisand,3.0,1,11
2/2/1963,1,Walk Right In,The Rooftop Singers,1.0,1,5
2/2/1959,1,Smoke Gets In Your Eyes,The Platters,1.0,1,12
2/19/2011,1,Black And Yellow,Wiz Khalifa,4.0,1,18
2/19/2005,1,Let Me Love You,Mario,1.0,1,18
2/19/2000,1,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,2.0,1,11
2/19/1994,1,The Power Of Love,Celine Dion,1.0,1,13
2/19/1983,1,"Baby, Come To Me",Patti Austin A Duet With James Ingram,2.0,1,23
2/19/1977,1,Blinded By The Light,Manfred Mann's Earth Band,3.0,1,14
2/19/1972,1,Without You,Nilsson,3.0,1,10
2/19/1966,1,Lightnin' Strikes,Lou Christie,2.0,1,9
2/18/2017,1,Shape Of You,Ed Sheeran,2.0,1,4
2/18/2012,1,Stronger (What Doesn't Kill You),Kelly Clarkson,2.0,1,7
2/18/2006,1,Check On It,Beyonce Featuring Slim Thug,1.0,1,14
2/18/1995,1,Creep,TLC,1.0,1,15
2/18/1989,1,Straight Up,Paula Abdul,1.0,1,12
2/18/1984,1,Karma Chameleon,Culture Club,1.0,1,12
2/18/1978,1,Stayin' Alive,Bee Gees,1.0,1,11
2/18/1967,1,Kind Of A Drag,The Buckinghams,3.0,1,8
2/17/2018,1,God's Plan,Drake,1.0,1,3
2/17/2007,1,Irreplaceable,Beyonce,1.0,1,16
2/17/2001,1,Ms. Jackson,OutKast,2.0,1,15
2/17/1996,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,12
2/17/1990,1,Opposites Attract,Paula Abdul (Duet With The Wild Pair),1.0,1,10
2/17/1979,1,Da Ya Think I'm Sexy?,Rod Stewart,1.0,1,9
2/17/1973,1,Crocodile Rock,Elton John,1.0,1,11
2/17/1968,1,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,1.0,1,7
2/17/1962,1,Duke Of Earl,Gene Chandler,2.0,1,6
2/16/2019,1,7 Rings,Ariana Grande,1.0,1,3
2/16/2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1.0,1,18
2/16/2008,1,Low,Flo Rida Featuring T-Pain,1.0,1,15
2/16/2002,1,U Got It Bad,Usher,1.0,1,22
2/16/1991,1,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1.0,1,14
2/16/1985,1,Careless Whisper,Wham! Featuring George Michael,3.0,1,9
2/16/1980,1,Do That To Me One More Time,Captain & Tennille,2.0,1,18
2/16/1974,1,The Way We Were,Barbra Streisand,2.0,1,13
2/16/1963,1,Hey Paula,Paul and Paula,1.0,1,8
2/16/1959,1,Stagger Lee,Lloyd Price,1.0,1,11
2/15/2020,1,The Box,Roddy Ricch,1.0,1,9
2/15/2014,1,Dark Horse,Katy Perry Featuring Juicy J,1.0,1,20
2/15/2003,1,All I Have,Jennifer Lopez Featuring LL Cool J,1.0,1,8
2/15/1997,1,Un-Break My Heart,Toni Braxton,1.0,1,17
2/15/1992,1,I'm Too Sexy,Right Said Fred,1.0,1,9
2/15/1986,1,How Will I Know,Whitney Houston,5.0,1,11
2/15/1975,1,You're No Good,Linda Ronstadt,2.0,1,11
2/15/1969,1,Everyday People,Sly & The Family Stone,2.0,1,12
2/15/1964,1,I Want To Hold Your Hand,The Beatles,1.0,1,5
2/15/1960,1,Teen Angel,Mark Dinning,1.0,1,9
2/14/2015,1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1.0,1,12
2/14/2009,1,My Life Would Suck Without You,Kelly Clarkson,1.0,1,3
2/14/2004,1,The Way You Move,OutKast Featuring Sleepy Brown,2.0,1,21
2/14/1998,1,Nice & Slow,Usher,2.0,1,4
2/14/1987,1,Livin' On A Prayer,Bon Jovi,3.0,1,10
2/14/1981,1,Celebration,Kool & The Gang,1.0,1,17
2/14/1976,1,50 Ways To Leave Your Lover,Paul Simon,1.0,1,9
2/14/1970,1,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,Sly & The Family Stone,4.0,1,7
2/13/2021,1,Drivers License,Olivia Rodrigo,1.0,1,4
2/13/2016,1,Love Yourself,Justin Bieber,2.0,1,11
2/13/2010,1,TiK ToK,Ke$ha,1.0,1,17
2/13/1999,1,Angel Of Mine,Monica,2.0,1,11
2/13/1993,1,I Will Always Love You,Whitney Houston,1.0,1,14
2/13/1988,1,Could've Been,Tiffany,1.0,1,12
2/13/1982,1,Centerfold,The J. Geils Band,1.0,1,15
2/13/1971,1,One Bad Apple,The Osmonds,2.0,1,7
2/13/1965,1,You've Lost That Lovin' Feelin',The Righteous Brothers,1.0,1,10
2/13/1961,1,Calcutta,Lawrence Welk And His Orchestra,2.0,1,10
2/12/2011,1,Grenade,Bruno Mars,1.0,1,18
2/12/2005,1,Let Me Love You,Mario,1.0,1,17
2/12/2000,1,I Knew I Loved You,Savage Garden,1.0,1,17
2/12/1994,1,The Power Of Love,Celine Dion,3.0,1,12
2/12/1983,1,Down Under,Men At Work,2.0,1,15
2/12/1977,1,Torn Between Two Lovers,Mary Macgregor,1.0,1,13
2/12/1972,1,Let's Stay Together,Al Green,2.0,1,11
2/12/1966,1,My Love,Petula Clark,1.0,1,8
2/11/2017,1,Bad And Boujee,Migos Featuring Lil Uzi Vert,1.0,1,11
2/11/2012,1,Set Fire To The Rain,Adele,1.0,1,22
2/11/2006,1,Check On It,Beyonce Featuring Slim Thug,1.0,1,13
2/11/1995,1,Creep,TLC,1.0,1,14
2/11/1989,1,Straight Up,Paula Abdul,2.0,1,11
2/11/1984,1,Karma Chameleon,Culture Club,1.0,1,11
2/11/1978,1,Stayin' Alive,Bee Gees,1.0,1,10
2/11/1967,1,I'm A Believer,The Monkees,1.0,1,10
2/10/2018,1,God's Plan,Drake,1.0,1,2
2/10/2007,1,Irreplaceable,Beyonce,1.0,1,15
2/10/2001,1,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",1.0,1,15
2/10/1996,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,11
2/10/1990,1,Opposites Attract,Paula Abdul (Duet With The Wild Pair),2.0,1,9
2/10/1979,1,Da Ya Think I'm Sexy?,Rod Stewart,3.0,1,8
2/10/1973,1,Crocodile Rock,Elton John,1.0,1,10
2/10/1968,1,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,7.0,1,6
2/10/1962,1,Peppermint Twist - Part I,Joey Dee & the Starliters,1.0,1,12
2/1/2020,1,The Box,Roddy Ricch,1.0,1,7
2/1/2014,1,Timber,Pitbull Featuring Ke$ha,1.0,1,15
2/1/2003,1,"Bump, Bump, Bump",B2K & P. Diddy,2.0,1,10
2/1/1997,1,Un-Break My Heart,Toni Braxton,1.0,1,15
2/1/1992,1,Don't Let The Sun Go Down On Me,George Michael/Elton John,3.0,1,9
2/1/1986,1,That's What Friends Are For,Dionne & Friends,1.0,1,13
2/1/1975,1,Laughter In The Rain,Neil Sedaka,2.0,1,16
2/1/1969,1,Crimson And Clover,Tommy James And The Shondells,2.0,1,8
2/1/1964,1,I Want To Hold Your Hand,The Beatles,3.0,1,3
2/1/1960,1,Running Bear,Johnny Preston,1.0,1,16
12/9/2017,1,Rockstar,Post Malone Featuring 21 Savage,1.0,1,10
12/9/2006,1,I Wanna Love You,Akon Featuring Snoop Dogg,1.0,1,9
12/9/2000,1,Independent Women Part I,Destiny's Child,1.0,1,12
12/9/1995,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,2
12/9/1989,1,We Didn't Start The Fire,Billy Joel,2.0,1,9
12/9/1978,1,Le Freak,Chic,4.0,1,7
12/9/1972,1,I Am Woman,Helen Reddy,2.0,1,16
12/9/1967,1,Daydream Believer,The Monkees,1.0,1,4
12/8/2018,1,Sicko Mode,Travis Scott,2.0,1,17
12/8/2012,1,Diamonds,Rihanna,1.0,1,9
12/8/2007,1,No One,Alicia Keys,1.0,1,12
12/8/2001,1,Family Affair,Mary J. Blige,1.0,1,20
12/8/1990,1,Because I Love You (The Postman Song),Stevie B,3.0,1,10
12/8/1984,1,Out Of Touch,Daryl Hall John Oates,2.0,1,11
12/8/1979,1,Babe,Styx,2.0,1,10
12/8/1973,1,Top Of The World,Carpenters,1.0,1,10
12/8/1962,1,Big Girls Don't Cry,The 4 Seasons,1.0,1,8
12/8/1958,1,"To Know Him, Is To Love Him",The Teddy Bears,1.0,1,12
12/7/2019,1,Circles,Post Malone,1.0,1,13
12/7/2013,1,Royals,Lorde,1.0,1,21
12/7/2002,1,Lose Yourself,Eminem,1.0,1,10
12/7/1996,1,Un-Break My Heart,Toni Braxton,2.0,1,7
12/7/1991,1,Black Or White,Michael Jackson,3.0,1,3
12/7/1985,1,Broken Wings,Mr. Mister,3.0,1,12
12/7/1974,1,Kung Fu Fighting,Carl Douglas,2.0,1,9
12/7/1968,1,Love Child,Diana Ross & The Supremes,1.0,1,8
12/7/1963,1,Dominique,The Singing Nun (Soeur Sourire),2.0,1,5
12/7/1959,1,Mack The Knife,Bobby Darin,1.0,1,16
12/6/2014,1,Blank Space,Taylor Swift,1.0,1,4
12/6/2008,1,Live Your Life,T.I. Featuring Rihanna,1.0,1,9
12/6/2003,1,Stand Up,Ludacris Featuring Shawnna,2.0,1,14
12/6/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,9
12/6/1986,1,The Next Time I Fall,Peter Cetera With Amy Grant,4.0,1,12
12/6/1980,1,Lady,Kenny Rogers,1.0,1,10
12/6/1975,1,"Fly, Robin, Fly",Silver Convention,1.0,1,9
12/6/1969,1,Na Na Hey Hey Kiss Him Goodbye,Steam,5.0,1,8
12/5/2020,1,Life Goes On,BTS,,1,1
12/5/2015,1,Hello,Adele,1.0,1,4
12/5/2009,1,Empire State Of Mind,Jay-Z + Alicia Keys,1.0,1,11
12/5/1998,1,I'm Your Angel,R. Kelly & Celine Dion,,1,1
12/5/1992,1,I Will Always Love You,Whitney Houston,1.0,1,4
12/5/1987,1,Heaven Is A Place On Earth,Belinda Carlisle,2.0,1,11
12/5/1981,1,Physical,Olivia Newton-John,1.0,1,10
12/5/1970,1,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,1.0,1,9
12/5/1964,1,Ringo,Lorne Greene,5.0,1,6
12/5/1960,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1.0,1,4
12/4/2010,1,Only Girl (In The World),Rihanna,2.0,1,11
12/4/2004,1,My Boo,Usher And Alicia Keys,1.0,1,13
12/4/1999,1,Smooth,Santana Featuring Rob Thomas,1.0,1,19
12/4/1993,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1.0,1,12
12/4/1982,1,Truly,Lionel Richie,1.0,1,9
12/4/1976,1,Tonight's The Night (Gonna Be Alright),Rod Stewart,1.0,1,10
12/4/1971,1,Family Affair,Sly & The Family Stone,5.0,1,5
12/4/1965,1,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,2.0,1,7
12/4/1961,1,Big Bad John,Jimmy Dean,1.0,1,10
12/31/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1.0,1,14
12/31/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1.0,1,13
12/31/2005,1,Don't Forget About Us,Mariah Carey,2.0,1,11
12/31/1994,1,On Bended Knee,Boyz II Men,2.0,1,7
12/31/1988,1,Every Rose Has Its Thorn,Poison,1.0,1,10
12/31/1983,1,Say Say Say,Paul McCartney And Michael Jackson,1.0,1,12
12/31/1977,1,How Deep Is Your Love,Bee Gees,1.0,1,15
12/31/1966,1,I'm A Believer,The Monkees,3.0,1,4
12/30/2017,1,Perfect,Ed Sheeran,1.0,1,16
12/30/2006,1,Irreplaceable,Beyonce,1.0,1,9
12/30/2000,1,Independent Women Part I,Destiny's Child,1.0,1,15
12/30/1995,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,5
12/30/1989,1,Another Day In Paradise,Phil Collins,1.0,1,9
12/30/1978,1,Le Freak,Chic,1.0,1,10
12/30/1972,1,Me And Mrs. Jones,Billy Paul,1.0,1,9
12/30/1967,1,Hello Goodbye,The Beatles,3.0,1,5
12/3/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1.0,1,10
12/3/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1.0,1,9
12/3/2005,1,Run It!,Chris Brown,1.0,1,15
12/3/1994,1,On Bended Knee,Boyz II Men,3.0,1,3
12/3/1988,1,"Baby, I Love Your Way/Freebird Medley",Will To Power,2.0,1,13
12/3/1983,1,All Night Long (All Night),Lionel Richie,1.0,1,12
12/3/1977,1,You Light Up My Life,Debby Boone,1.0,1,14
12/3/1966,1,Winchester Cathedral,The New Vaudeville Band,3.0,1,6
12/29/2018,1,"Thank U, Next",Ariana Grande,1.0,1,7
12/29/2012,1,Locked Out Of Heaven,Bruno Mars,1.0,1,11
12/29/2007,1,No One,Alicia Keys,1.0,1,15
12/29/2001,1,How You Remind Me,Nickelback,1.0,1,17
12/29/1990,1,Because I Love You (The Postman Song),Stevie B,1.0,1,13
12/29/1984,1,Like A Virgin,Madonna,1.0,1,7
12/29/1979,1,Escape (The Pina Colada Song),Rupert Holmes,1.0,1,11
12/29/1973,1,Time In A Bottle,Jim Croce,3.0,1,7
12/29/1962,1,Telstar,The Tornadoes,1.0,1,9
12/29/1958,1,The Chipmunk Song,The Chipmunks With David Seville,1.0,1,5
12/28/2019,1,All I Want For Christmas Is You,Mariah Carey,1.0,1,36
12/28/2013,1,The Monster,Eminem Featuring Rihanna,1.0,1,7
12/28/2002,1,Lose Yourself,Eminem,1.0,1,13
12/28/1996,1,Un-Break My Heart,Toni Braxton,1.0,1,10
12/28/1991,1,Black Or White,Michael Jackson,1.0,1,6
12/28/1985,1,"Say You, Say Me",Lionel Richie,1.0,1,8
12/28/1974,1,Angie Baby,Helen Reddy,3.0,1,11
12/28/1968,1,I Heard It Through The Grapevine,Marvin Gaye,1.0,1,6
12/28/1963,1,Dominique,The Singing Nun (Soeur Sourire),1.0,1,8
12/28/1959,1,Why,Frankie Avalon,2.0,1,6
12/27/2014,1,Blank Space,Taylor Swift,1.0,1,7
12/27/2008,1,Single Ladies (Put A Ring On It),Beyonce,2.0,1,9
12/27/2003,1,Hey Ya!,OutKast,1.0,1,11
12/27/1997,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1.0,1,12
12/27/1986,1,Walk Like An Egyptian,The Bangles,1.0,1,14
12/27/1980,1,(Just Like) Starting Over,John Lennon,3.0,1,9
12/27/1975,1,Let's Do It Again,The Staple Singers,2.0,1,10
12/27/1969,1,Someday We'll Be Together,Diana Ross & The Supremes,2.0,1,8
12/26/2020,1,Willow,Taylor Swift,,1,1
12/26/2015,1,Hello,Adele,1.0,1,7
12/26/2009,1,Empire State Of Mind,Jay-Z + Alicia Keys,1.0,1,14
12/26/1998,1,I'm Your Angel,R. Kelly & Celine Dion,1.0,1,4
12/26/1992,1,I Will Always Love You,Whitney Houston,1.0,1,7
12/26/1987,1,Faith,George Michael,1.0,1,10
12/26/1981,1,Physical,Olivia Newton-John,1.0,1,13
12/26/1970,1,My Sweet Lord/Isn't It A Pity,George Harrison,2.0,1,5
12/26/1964,1,I Feel Fine,The Beatles,2.0,1,4
12/26/1960,1,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,1.0,1,7
12/25/2010,1,Firework,Katy Perry,1.0,1,8
12/25/2004,1,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,1.0,1,13
12/25/1999,1,Smooth,Santana Featuring Rob Thomas,1.0,1,22
12/25/1993,1,Hero,Mariah Carey,3.0,1,10
12/25/1982,1,Maneater,Daryl Hall John Oates,1.0,1,11
12/25/1976,1,Tonight's The Night (Gonna Be Alright),Rod Stewart,1.0,1,13
12/25/1971,1,Brand New Key,Melanie,2.0,1,9
12/25/1965,1,Over And Over,The Dave Clark Five,2.0,1,7
12/25/1961,1,The Lion Sleeps Tonight,The Tokens,1.0,1,7
12/24/2016,1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1.0,1,13
12/24/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1.0,1,12
12/24/2005,1,Run It!,Chris Brown,1.0,1,18
12/24/1994,1,"Here Comes The Hotstepper (From ""Ready To Wear"")",Ini Kamoze,1.0,1,15
12/24/1988,1,Every Rose Has Its Thorn,Poison,2.0,1,9
12/24/1983,1,Say Say Say,Paul McCartney And Michael Jackson,1.0,1,11
12/24/1977,1,How Deep Is Your Love,Bee Gees,2.0,1,14
12/24/1966,1,Winchester Cathedral,The New Vaudeville Band,1.0,1,9
12/23/2017,1,Perfect,Ed Sheeran,3.0,1,15
12/23/2006,1,Irreplaceable,Beyonce,1.0,1,8
12/23/2000,1,Independent Women Part I,Destiny's Child,1.0,1,14
12/23/1995,1,One Sweet Day,Mariah Carey & Boyz II Men,1.0,1,4
12/23/1989,1,Another Day In Paradise,Phil Collins,2.0,1,8
12/23/1978,1,Le Freak,Chic,2.0,1,9
12/23/1972,1,Me And Mrs. Jones,Billy Paul,1.0,1,8
